,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-06-29,CBUT.JK,2025287000.0,1991623000.0,1043372000.0,131383000.0,2451812000.0,2293824000.0,157988000.0,139095000.0,269630000,-1849000.0,28231000.0,317115000.0,14703000,1405754000,-3085000,20118000,1136124000,-844000,,-844000
1,2022-03-30,CBUT.JK,,,,,,,,,652511000,,,,101357000,3303347000,62718000,18566000,2650836000,99161000,20.07,99201000
