,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-12-30,BWPT.JK,1883769000,3394292000,777107000,108876000,12223568000,10173925000,2023353000,243835000,307011000,-183249000,-112876000,108876000,239493000,1134995000,31506000,180133000,827984000,255430000,,259527000
1,2022-09-29,BWPT.JK,1894751000,3119447000,738098000,161114000,12087873000,10061970000,1996181000,95970000,262852000,-7209000,-80551000,161114000,157132000,1119313000,174210000,122210000,856461000,130415000,,131960000
2,2022-06-29,BWPT.JK,1998575000,3121953000,726848000,152909000,12127108000,10266975000,1829175000,162705000,229310000,12465000,-115711000,152909000,140377000,1575318000,29439000,135284000,1346008000,144293000,,146329000
3,2022-03-30,BWPT.JK,1874619000,2990435000,785595000,93465000,12014676000,10186724000,1799735000,11785000,232283000,-22470000,575000,93465000,159591000,744498000,-217677000,143984000,512215000,-63457000,-6.9,159037000
