,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-03-30,MKTR.JK,144341173,163806642,36366997,27125430,628435492,433636826,193297925,6508544,27620818,-10512235,-18664953,27125430,17500376,205154581,9179438,8320960,177533763,20089008,0.76,20233443
