,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-12-30,SMAR.JK,23708820000,12104564000,8961163000,2479597000,42600814000,23353011000,19234622000,1896408000,2944910000,-420307000,-1874202000,2479597000,2020169000,18009570000,1914318000,327307000,15064660000,2609416000,,2673282000
1,2022-09-29,SMAR.JK,24374956000,13351491000,8401166000,2912033000,42884291000,25643646000,17226606000,2934181000,3298770000,-213150000,-2402336000,2912033000,1643225000,20930735000,1661055000,343603000,17631965000,2358999000,,2422327000
2,2022-06-29,SMAR.JK,25296664000,15088029000,11422188000,2522315000,43094171000,26992299000,16089075000,1313529000,3925147000,-416462000,-512745000,2522315000,1657824000,18724939000,1014290000,335025000,14799792000,1673869000,,1735676000
3,2022-03-30,SMAR.JK,24914349000,15874547000,9547550000,2105844000,42613800000,27277291000,15324807000,-1860845000,3142847000,-252718000,1495054000,2105844000,1267462000,17380315000,910856000,309579000,14237468000,1479201000,317.0,1538986000
