,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-09-29,SGRO.JK,2005137000,1551144000,1084369000,414485000,10389890000,5239850000,5006773000,236685000,441411000,-28079000,-95802000,414485000,409123000,1286932000,267201000,51920000,845521000,414399000,,418072000
1,2022-06-29,SGRO.JK,1728656000,1528405000,923055000,301666000,10114430000,5229909000,4742355000,166596000,631801000,-126949000,-367274000,301666000,433754000,1364979000,291241000,46871000,733178000,435795000,,439612000
2,2022-03-30,SGRO.JK,1715037000,1524952000,759514000,629255000,10067939000,5224957000,4698983000,348783000,452376000,-131208000,-84639000,629255000,381414000,1258876000,247887000,55746000,806500000,384492000,136.0,388040000
