,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-12-30,SIMP.JK,10442878000,9460845000,4037670000,4296674000,36113081000,14945799000,16832316000,499406000,1306409000,-502415000,-430915000,4296674000,1047520000,5459041000,302048000,160635000,4152632000,751918000,,1017653000
1,2022-09-29,SIMP.JK,10844415000,10434388000,4635039000,4723579000,36777959000,16173004000,16361069000,1789768000,1142437000,-333594000,-925941000,4723579000,1034321000,4262351000,455318000,149815000,3119914000,890484000,,1121896000
2,2022-06-29,SIMP.JK,10655524000,9416867000,4240723000,4122182000,36710233000,16282226000,16107797000,890000,864207000,-382015000,-257114000,4122182000,347824000,4031700000,143772000,147381000,3167493000,461216000,,238364000
3,2022-03-30,SIMP.JK,11021711000,9953907000,4421618000,4731101000,37015427000,16809436000,15964562000,1305521000,1336154000,-250350000,-55277000,4731101000,1074152000,4041154000,297229000,152997000,2705000000,904196000,19.0,1197624000
