,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-12-30,TAPG.JK,3679197000,2093814000,1293008000,1957773000,14526124000,4113380000,10021277000,865402000,935199000,-269403000,-193054000,1957773000,698052000,2599153000,643790000,25010000,1663954000,836737000,,857737000
1,2022-09-29,TAPG.JK,3377648000,2108783000,1573536000,1538707000,13995303000,4274747000,9354236000,868223000,819051000,-237137000,-791102000,1538707000,544201000,2131435000,557420000,26339000,1312384000,711437000,,714113000
2,2022-06-29,TAPG.JK,3574552000,1985381000,1591304000,1685496000,13913692000,4770238000,8796816000,784533000,1136462000,6078000,-697488000,1685496000,903525000,2424142000,906401000,29375000,1287680000,1145122000,,1117632000
3,2022-03-30,TAPG.JK,3093747000,1797610000,1285827000,1575815000,13340725000,4640767000,8386729000,657322000,825152000,-162340000,-202059000,1575815000,763921000,2190911000,873509000,30609000,1365759000,1107318000,44.0,1087318000
