,time,company,current_assets,current_liabilities,inventories,cash&cashequiv,total_assets,total_liabilities,shareholder_equity,operating_cashflow,gross_profit,investing_cashflow,financing_cashflow,end_cash,operating_income,total_revenue,net_income,interest_expense,cost_of_good_sold,EBIT,EPS,EBITDA
0,2022-09-29,STAA.JK,2384194000,1021202000,779014000,1419074000,7047474000,2687210000,4034739000,617946000,451779000,-359853000,-403939000,1419074000,338222000,1418219000,244436000,32747000,966440000,392691000,,371147000
1,2022-06-29,STAA.JK,2575041000,925881000,770817000,1564920000,6922761000,2704253000,3916977000,2065000,452147000,-38514000,-207269000,1564920000,357770000,1351647000,199867000,39020000,899500000,352682000,,380607000
2,2022-03-30,STAA.JK,2618340000,960997000,592295000,1808638000,7000874000,2831236000,3747617000,580488000,647362000,-38833000,406686000,1808638000,575431000,1633669000,432388000,41601000,986307000,647931000,42.0,587564000
